,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
24,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Nieuwendammerdijk en Buiksloterdijk,2,2,"['email', 'phone']",t,f,Oud-Noord,52.39106,4.93726,Entire cottage,Entire home/apt,4,1 bath,3.0,4.0,"[""Dishes and silverware"", ""Iron"", ""Cooking basics"", ""Free street parking"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""TV"", ""Hot water"", ""Smoke alarm"", ""Backyard"", ""Microwave"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Lake access"", ""Dedicated workspace"", ""Heating""]",259.0,7,21,7.0,7.0,21.0,21.0,7.0,21.0,t,0,0,0,0,2,0,0,2018-07-30,3.5,4.5,3.5,5.0,5.0,4.5,3.0,f,2,1,1,0,0.05
25,"Amsterdam, North Holland, Netherlands",within an hour,100,40,f,unknown,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,De Pijp - Rivierenbuurt,52.35449,4.8919,Entire rental unit,Entire home/apt,4,1.5 baths,3.0,3.0,"[""Luggage dropoff allowed"", ""Outdoor dining area"", ""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Mini fridge"", ""Ethernet connection"", ""Game console"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Rice maker"", ""Outdoor furniture"", ""Essentials"", ""First aid kit"", ""Cleaning before checkout"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Laundromat nearby"", ""Hot water"", ""Smoke alarm"", ""EV charger"", ""Microwave"", ""Body soap"", ""Cable TV"", ""Freezer"", ""Portable air conditioning"", ""Bathtub"", ""Security cameras on property"", ""Host greets you"", ""Toaster"", ""Oven"", ""Dishwasher"", ""Conditioner"", ""Paid street parking off premises"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony"", ""TV with Netflix, standard cable"", ""Wine glasses""]",650.0,3,9,3.0,3.0,9.0,9.0,3.0,9.0,t,29,59,89,179,19,0,0,2018-07-10,4.89,4.95,4.47,5.0,5.0,4.95,4.58,f,1,1,0,0,0.3
26,"Amsterdam, North Holland, Netherlands",within a few hours,100,0,f,Stadionbuurt,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,Zuid,52.34546,4.86738,Private room in bed and breakfast,Private room,2,1.5 baths,1.0,1.0,"[""Hair dryer"", ""Waterfront"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""Bed linens"", ""Carbon monoxide alarm"", ""Paid parking off premises"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",87.0,2,60,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,27,0,0,2020-03-15,4.74,4.81,4.67,4.74,4.81,4.78,4.63,f,1,0,1,0,1.04
27,"Amsterdam, North Holland, The Netherlands",unknown,0,25,t,Oost,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,IJburg - Zeeburgereiland,52.35379,4.9956,Private room in condominium (condo),Private room,2,1.5 shared baths,1.0,1.0,"[""First aid kit"", ""Hangers"", ""Paid parking off premises"", ""Hair dryer"", ""Gym"", ""Shampoo"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Long term stays allowed"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Essentials""]",45.0,180,1125,180.0,180.0,1125.0,1125.0,180.0,1125.0,t,0,0,0,189,321,0,0,2019-05-27,4.84,4.93,4.83,4.95,4.89,4.73,4.81,f,2,0,2,0,4.21
28,"Amsterdam, North Holland, Netherlands",unknown,0,0,t,unknown,13,13,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,IJburg - Zeeburgereiland,52.35473,5.00492,Private room in boat,Private room,2,3.5 shared baths,1.0,2.0,"[""First aid kit"", ""Paid parking off premises"", ""Breakfast"", ""Cooking basics"", ""Kitchen"", ""Waterfront"", ""Smoke alarm"", ""Oven"", ""Refrigerator"", ""Long term stays allowed"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Dishes and silverware"", ""Essentials""]",74.0,1,28,2.0,2.0,365.0,365.0,2.0,365.0,t,0,0,0,0,33,0,0,2019-04-26,4.55,4.58,4.73,4.79,4.82,3.94,4.55,t,10,0,10,0,0.55
29,"Amsterdam, North Holland, Netherlands",within an hour,100,100,t,Rivierenbuurt,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,De Pijp - Rivierenbuurt,52.34821,4.90406,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Air conditioning"", ""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cable TV"", ""Host greets you"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",104.0,2,60,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,27,57,87,172,211,19,2,2020-03-13,4.78,4.86,4.72,4.92,4.92,4.77,4.59,t,1,1,0,0,2.98
30,"Amsterdam, North Holland, Netherlands",within a few hours,100,100,f,unknown,0,0,"['email', 'phone', 'reviews']",t,t,De Pijp - Rivierenbuurt,52.35101,4.89613,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Ethernet connection"", ""Iron"", ""Dining table"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Long term stays allowed"", ""Sonos sound system"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Room-darkening shades"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""Laundromat nearby"", ""Private entrance"", ""Carbon monoxide alarm"", ""Central heating"", ""Dedicated workspace: office chair, desk, and table"", ""Toaster"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Freezer""]",105.0,5,365,5.0,5.0,365.0,365.0,5.0,365.0,t,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,0
31,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Jordaan,0,0,"['email', 'phone', 'facebook', 'google', 'offline_government_id', 'government_id']",t,t,Centrum-West,52.38117,4.88052,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Extra pillows and blankets"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Cooking basics"", ""Single level home"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Room-darkening shades"", ""Kitchen"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Bathtub"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",100.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,0,0,1,0,0,2020-02-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.05
32,"Amsterdam, North Holland, Netherlands",unknown,0,100,f,unknown,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Bos en Lommer,52.38252,4.85443,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Iron"", ""Cooking basics"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Kitchen"", ""TV"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Carbon monoxide alarm"", ""Paid parking off premises"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Heating"", ""Patio or balcony""]",47.0,2,8,2.0,2.0,8.0,8.0,2.0,8.0,t,0,0,0,0,37,0,0,2020-03-08,4.83,4.92,4.89,4.72,4.92,4.83,4.83,f,2,1,1,0,0.96
33,"Amsterdam, North Holland, The Netherlands",unknown,0,100,f,unknown,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,De Pijp - Rivierenbuurt,52.35678,4.9056,Boat,Entire home/apt,4,3 baths,4.0,4.0,"[""Hair dryer"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Carbon monoxide alarm"", ""Cable TV"", ""Dedicated workspace"", ""Heating""]",516.0,3,14,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,5,5,39,1,0,2019-05-28,4.9,4.95,4.74,4.97,4.92,4.97,4.79,t,1,1,0,0,0.46
34,"Amsterdam, North Holland, Netherlands",within an hour,100,0,f,Oud-West,1,1,"['email', 'phone', 'reviews', 'jumio']",t,t,De Baarsjes - Oud-West,52.37197,4.87308,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Cooking basics"", ""Long term stays allowed"", ""Refrigerator"", ""Private pool"", ""Essentials"", ""Coffee maker"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating""]",99.0,10,1125,10.0,10.0,1125.0,1125.0,10.0,1125.0,t,0,0,0,31,8,0,0,2019-12-08,5.0,5.0,4.63,5.0,5.0,5.0,4.88,f,1,1,0,0,0.43
35,United States,within a day,100,100,f,Bos en Lommer,1,1,"['email', 'phone', 'facebook', 'selfie', 'identity_manual']",t,t,Bos en Lommer,52.38067,4.85032,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""First aid kit"", ""Luggage dropoff allowed"", ""Hangers"", ""Breakfast"", ""Hair dryer"", ""Shampoo"", ""Kitchen"", ""Paid parking on premises"", ""Hot water"", ""TV"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Wifi"", ""Iron"", ""Essentials""]",295.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,13,15,15,15,6,0,0,2019-10-20,4.83,4.67,5.0,4.83,5.0,4.5,4.33,f,1,1,0,0,0.17
36,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Westelijke Eilanden,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Centrum-West,52.38107,4.88629,Private room in bed and breakfast,Private room,2,Half-bath,1.577414409810935,1.0,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Hangers"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""Bed linens"", ""Carbon monoxide alarm"", ""Baby bath"", ""Bathtub"", ""Keypad"", ""Dedicated workspace"", ""Heating""]",100.0,3,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,124,0,0,2019-09-17,4.55,4.72,4.74,4.8,4.77,4.91,4.31,f,2,0,2,0,1.83
37,"Amsterdam, North Holland, Netherlands",unknown,0,100,f,Hoofddorppleinbuurt,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Zuid,52.35129,4.85118,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Outdoor dining area"", ""Extra pillows and blankets"", ""Stove"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Dining table"", ""Cooking basics"", ""Single level home"", ""Cleaning products"", ""Refrigerator"", ""Fire pit"", ""Long term stays allowed"", ""Essentials"", ""First aid kit"", ""Drying rack for clothing"", ""Shampoo"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Private entrance"", ""Backyard"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Freezer"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Clothing storage: walk-in closet, wardrobe, and closet"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony"", ""Wine glasses""]",140.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,t,0,0,0,0,24,3,0,2021-07-15,4.85,4.95,4.75,4.95,5.0,4.75,4.6,t,1,1,0,0,0.43
38,"Amsterdam, Noord-Holland, Netherlands",within an hour,100,87,t,Grachtengordel,0,0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,Centrum-Oost,52.36112,4.89632,Entire loft,Entire home/apt,4,1 bath,2.0,4.0,"[""Luggage dropoff allowed"", ""Sound system"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Piano"", ""Hangers"", ""Dining table"", ""Cooking basics"", ""TV with standard cable"", ""Cleaning products"", ""Refrigerator"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Drying rack for clothing"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Room-darkening shades"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""Laundromat nearby"", ""Private entrance"", ""Bed linens"", ""Microwave"", ""Carbon monoxide alarm"", ""Body soap"", ""Cable TV"", ""Bathtub"", ""Host greets you"", ""Toaster"", ""Oven"", ""Dishwasher"", ""Conditioner"", ""Dedicated workspace"", ""Heating"", ""Wine glasses""]",235.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,4,5,6,6,123,9,2,2019-11-11,4.89,4.91,4.66,4.94,4.97,4.94,4.76,f,1,1,0,0,1.11
39,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,Frederik Hendrikbuurt,0,0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Westerpark,52.38001,4.87322,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"[""Hair dryer"", ""Stove"", ""Waterfront"", ""Washer"", ""Dishes and silverware"", ""Dryer"", ""Iron"", ""Hangers"", ""Baking sheet"", ""Cooking basics"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""First aid kit"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Paid parking on premises"", ""Paid parking off premises"", ""Oven"", ""Heating"", ""Patio or balcony""]",112.0,3,28,3.0,3.0,28.0,28.0,3.0,28.0,t,0,0,0,0,6,0,0,2019-12-15,4.83,4.67,4.5,4.83,5.0,5.0,4.83,f,1,1,0,0,0.34
40,"Amsterdam, North Holland, Netherlands",within an hour,100,100,f,unknown,4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,Centrum-Oost,52.36557,4.88776,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Mini fridge"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Dining table"", ""Cooking basics"", ""Cleaning products"", ""Refrigerator"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Portable fans"", ""Outdoor furniture"", ""Essentials"", ""First aid kit"", ""40\"" HDTV with Netflix, premium cable, standard cable"", ""Coffee maker"", ""Savoire Fair shampoo"", ""Kitchen"", ""Laundromat nearby"", ""Hot water"", ""Smoke alarm"", ""Private entrance"", ""Lock on bedroom door"", ""Bed linens"", ""Carbon monoxide alarm"", ""Central heating"", ""Clothing storage"", ""Paid parking lot off premises"", ""Cable TV"", ""Savoire Fair body soap"", ""Ceiling fan"", ""Nespresso machine"", ""Dedicated workspace"", ""Lockbox"", ""Wine glasses""]",107.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,21,39,39,116,234,38,2,2021-09-24,4.68,4.78,4.64,4.88,4.78,4.97,4.54,t,2,0,1,0,4.42
41,"Amsterdam, North Holland, Netherlands",unknown,0,0,f,unknown,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Zuid,52.3472,4.85836,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,"[""Luggage dropoff allowed"", ""Board games"", ""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Baking sheet"", ""Dining table"", ""Cooking basics"", ""Single level home"", ""TV with standard cable"", ""Cleaning products"", ""Refrigerator"", ""Outdoor furniture"", ""Wifi"", ""Portable fans"", ""Essentials"", ""First aid kit"", ""Drying rack for clothing"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Laundromat nearby"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Carbon monoxide alarm"", ""Body soap"", ""Clothing storage: wardrobe"", ""Cable TV"", ""Oven"", ""Conditioner"", ""Paid street parking off premises"", ""Freezer"", ""Heating"", ""Patio or balcony"", ""Wine glasses""]",161.0,2,15,2.0,2.0,15.0,15.0,2.0,15.0,t,0,0,0,0,19,0,0,2020-02-10,4.94,5.0,5.0,5.0,5.0,5.0,4.78,t,1,1,0,0,0.48
42,NL,within an hour,90,89,f,unknown,1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Bijlmer-Centrum,52.32539,4.94657,Private room in condominium (condo),Private room,2,1 shared bath,1.0,1.0,"[""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Hangers"", ""Dove body soap"", ""Single level home"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Shower gel"", ""Private entrance"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""Bed linens"", ""Carbon monoxide alarm"", ""Central heating"", ""Clothing storage: wardrobe"", ""Portable air conditioning"", ""Host greets you"", ""Dedicated workspace""]",83.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,26,56,86,86,179,4,2,2019-12-29,4.12,4.51,4.19,4.6,4.42,4.47,4.18,t,1,0,1,0,3.53
43,"Amsterdam, North Holland, Netherlands",within an hour,100,100,t,unknown,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,Centrum-West,52.37172,4.87508,Houseboat,Entire home/apt,4,1 bath,2.0,2.0,"[""Hair dryer"", ""Stove"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Cooking basics"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""High chair"", ""Microwave"", ""Cable TV"", ""Paid parking off premises"", ""Oven"", ""Dishwasher"", ""Heating""]",320.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,0,0,6,3,2,2021-11-08,4.83,5.0,5.0,5.0,5.0,4.83,4.83,f,1,1,0,0,0.25
44,"Amsterdam, Noord-Holland, Netherlands",within a day,60,0,f,Frederik Hendrikbuurt,1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,Westerpark,52.37691,4.877,Entire rental unit,Entire home/apt,3,1.5 baths,3.0,3.0,"[""Breakfast"", ""Kitchen"", ""Smoke alarm"", ""TV"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Essentials""]",300.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,3,10,40,128,0,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,0
45,"Amsterdam, North Holland, The Netherlands",within a few hours,100,33,f,unknown,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Centrum-West,52.37914,4.88491,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.9564237415477086,"[""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Hot tub"", ""Cooking basics"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Microwave"", ""Host greets you"", ""Oven"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""Patio or balcony""]",215.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,18,48,78,353,13,1,1,2019-09-22,4.69,4.62,4.46,5.0,4.92,5.0,4.38,f,1,1,0,0,0.14
46,"Amsterdam, North Holland, Netherlands",within a day,80,88,f,Grachtengordel,9,9,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,Centrum-Oost,52.3643,4.88867,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Air conditioning"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Cooking basics"", ""Long term stays allowed"", ""Refrigerator"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Crib"", ""Coffee maker"", ""Shampoo"", ""Shower gel"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Bed linens"", ""Microwave"", ""Paid parking off premises"", ""Bathtub"", ""Security cameras on property"", ""Oven"", ""Dishwasher"", ""Heating""]",197.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,t,9,39,69,313,2,2,0,2021-09-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,9,9,0,0,1.18
47,"Amsterdam, North Holland, Netherlands",within an hour,90,100,f,unknown,1,1,"['email', 'phone', 'work_email']",t,t,Oostelijk Havengebied - Indische Buurt,52.37628,4.93929,Tower,Entire home/apt,2,1 bath,1.0,1.0,"[""Washer \u2013\u00a0In building"", ""Central air conditioning"", ""Hair dryer"", ""Waterfront"", ""Dishes and silverware"", ""HDTV"", ""Electric stove"", ""Refrigerator"", ""Long term stays allowed"", ""Fire extinguisher"", ""Wifi"", ""Building staff"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hot water"", ""Microwave"", ""Central heating"", ""Body soap"", ""Bathtub"", ""Nespresso machine"", ""Dishwasher"", ""Paid street parking off premises"", ""Dedicated workspace"", ""Patio or balcony""]",323.0,1,1125,1.0,3.0,99.0,99.0,1.3,99.0,t,14,39,69,334,4,1,1,2019-10-06,4.5,4.75,4.5,4.0,4.75,4.75,4.5,t,1,1,0,0,0.19
